№ п/п,field,well,Куст,date,q_oil,watercut,p_oil,freq,Tраб(ТМ)
1,Месторождение,595,34,01.07.2023,24,73,233.0,51,14.4
2,Месторождение,595,34,02.07.2023,23,73,233.0,51,14.3
3,Месторождение,595,34,03.07.2023,24,73,233.0,51,14.4
4,Месторождение,595,34,04.07.2023,29,75,233.0,51,14.3
5,Месторождение,595,34,05.07.2023,30,75,233.0,51,14.3
6,Месторождение,595,34,06.07.2023,31,75,233.0,51,14.4
7,Месторождение,595,34,07.07.2023,31,75,233.0,51,11.3
8,Месторождение,595,34,08.07.2023,29,75,233.0,51,14.3
9,Месторождение,595,34,09.07.2023,31,75,233.0,51,14.0
10,Месторождение,595,34,10.07.2023,30,75,233.0,51,14.3
11,Месторождение,595,34,11.07.2023,30,66,233.0,51,14.4
12,Месторождение,595,34,12.07.2023,30,66,233.0,51,14.3
13,Месторождение,595,34,13.07.2023,30,66,233.0,51,14.3
14,Месторождение,595,34,14.07.2023,31,89,233.0,51,14.4
15,Месторождение,595,34,15.07.2023,31,89,233.0,51,14.3
16,Месторождение,595,34,16.07.2023,30,66,233.0,51,14.4
17,Месторождение,595,34,17.07.2023,30,66,233.0,51,14.3
18,Месторождение,595,34,18.07.2023,30,66,233.0,51,13.7
19,Месторождение,595,34,19.07.2023,30,66,233.0,51,14.2
20,Месторождение,595,34,20.07.2023,30,66,233.0,51,13.8
21,Месторождение,595,34,21.07.2023,30,66,233.0,51,14.4
22,Месторождение,595,34,22.07.2023,30,66,233.0,51,14.3
23,Месторождение,595,34,23.07.2023,30,66,233.0,51,14.3
24,Месторождение,595,34,24.07.2023,31,66,233.0,51,13.9
25,Месторождение,595,34,25.07.2023,29,66,233.0,51,14.1
26,Месторождение,595,34,26.07.2023,26,66,233.0,51,13.9
27,Месторождение,595,34,27.07.2023,28,66,233.0,51,13.8
28,Месторождение,595,34,28.07.2023,28,66,233.0,51,13.8
29,Месторождение,595,34,29.07.2023,29,66,233.0,51,13.8
30,Месторождение,595,34,30.07.2023,28,66,233.0,51,13.9
31,Месторождение,595,34,31.07.2023,29,66,233.0,51,13.8
32,Месторождение,595,34,01.08.2023,28,66,233.0,51,13.3
33,Месторождение,595,34,02.08.2023,29,66,233.0,51,13.7
34,Месторождение,595,34,03.08.2023,29,66,233.0,51,13.9
35,Месторождение,595,34,04.08.2023,29,66,233.0,51,13.8
36,Месторождение,595,34,05.08.2023,28,66,233.0,51,13.9
37,Месторождение,595,34,06.08.2023,28,66,233.0,51,16.3
38,Месторождение,595,34,07.08.2023,28,66,233.0,51,13.5
39,Месторождение,595,34,08.08.2023,29,66,233.0,51,13.8
40,Месторождение,595,34,09.08.2023,28,66,233.0,51,13.9
41,Месторождение,595,34,10.08.2023,27,66,233.0,51,13.6
42,Месторождение,595,34,11.08.2023,27,66,233.0,51,13.8
43,Месторождение,595,34,12.08.2023,28,66,233.0,51,13.9
44,Месторождение,595,34,13.08.2023,28,66,233.0,51,13.8
45,Месторождение,595,34,14.08.2023,27,66,233.0,51,13.6
46,Месторождение,595,34,15.08.2023,26,66,233.0,51,13.9
47,Месторождение,595,34,16.08.2023,29,78,233.0,51,13.8
48,Месторождение,595,34,17.08.2023,28,78,233.0,51,14.0
49,Месторождение,595,34,18.08.2023,28,78,233.0,51,14.0
50,Месторождение,595,34,19.08.2023,27,78,233.0,51,13.8
51,Месторождение,595,34,20.08.2023,26,78,233.0,51,13.9
52,Месторождение,595,34,21.08.2023,26,78,233.0,51,13.8
53,Месторождение,595,34,22.08.2023,26,78,233.0,51,13.6
54,Месторождение,595,34,23.08.2023,26,78,233.0,51,13.9
55,Месторождение,595,34,24.08.2023,26,78,233.0,51,13.6
56,Месторождение,595,34,25.08.2023,26,78,233.0,51,13.6
57,Месторождение,595,34,26.08.2023,25,78,233.0,51,14.0
58,Месторождение,595,34,27.08.2023,22,78,233.0,51,13.7
59,Месторождение,595,34,28.08.2023,19,78,233.0,51,12.1
60,Месторождение,595,34,29.08.2023,16,78,233.0,52,6.1
61,Месторождение,595,34,30.08.2023,14,78,233.0,52,5.9
62,Месторождение,595,34,31.08.2023,13,78,233.0,52,6.3
63,Месторождение,595,34,01.09.2023,12,78,233.0,52,6.4
64,Месторождение,595,34,02.09.2023,12,78,233.0,52,6.3
65,Месторождение,595,34,03.09.2023,46,78,233.0,57,10.6
66,Месторождение,595,34,04.09.2023,52,78,233.0,60,21.3
67,Месторождение,595,34,05.09.2023,29,78,233.0,53,12.7
68,Месторождение,595,34,06.09.2023,27,78,233.0,53,12.7
69,Месторождение,595,34,07.09.2023,51,78,233.0,53,22.2
70,Месторождение,595,34,08.09.2023,38,78,233.0,53,16.3
71,Месторождение,595,34,09.09.2023,38,81,233.0,53,16.1
72,Месторождение,595,34,10.09.2023,38,81,233.0,53,16.0
73,Месторождение,595,34,11.09.2023,39,81,233.0,53,15.9
74,Месторождение,595,34,12.09.2023,39,81,233.0,53,12.5
75,Месторождение,595,34,13.09.2023,38,87,233.0,53,15.8
76,Месторождение,595,34,14.09.2023,40,81,233.0,53,15.8
77,Месторождение,595,34,15.09.2023,38,81,233.0,53,15.9
78,Месторождение,595,34,16.09.2023,38,81,233.0,53,15.7
79,Месторождение,595,34,17.09.2023,37,81,233.0,53,15.1
80,Месторождение,595,34,18.09.2023,37,81,233.0,53,15.8
81,Месторождение,595,34,19.09.2023,37,81,233.0,53,15.9
82,Месторождение,595,34,20.09.2023,32,77,233.0,53,14.7
83,Месторождение,595,34,21.09.2023,34,77,233.0,53,14.3
84,Месторождение,595,34,22.09.2023,35,77,233.0,53,14.4
85,Месторождение,595,34,23.09.2023,34,77,233.0,53,14.3
86,Месторождение,595,34,24.09.2023,34,77,233.0,53,14.2
87,Месторождение,595,34,25.09.2023,34,77,233.0,53,14.3
88,Месторождение,595,34,26.09.2023,33,77,233.0,53,14.3
89,Месторождение,595,34,27.09.2023,35,77,233.0,53,14.3
90,Месторождение,595,34,28.09.2023,34,77,233.0,53,14.3
91,Месторождение,595,34,29.09.2023,33,77,233.0,53,14.3
92,Месторождение,595,34,30.09.2023,35,77,233.0,53,14.4
93,Месторождение,595,34,01.10.2023,33,77,233.0,53,14.4
94,Месторождение,595,34,02.10.2023,35,77,233.0,53,14.3
95,Месторождение,595,34,03.10.2023,35,77,233.0,53,14.1
96,Месторождение,595,34,04.10.2023,33,77,233.0,53,14.3
97,Месторождение,595,34,05.10.2023,35,77,233.0,53,14.3
98,Месторождение,595,34,06.10.2023,33,77,233.0,53,14.4
99,Месторождение,595,34,07.10.2023,34,77,233.0,53,14.3
100,Месторождение,595,34,08.10.2023,34,77,233.0,53,14.3
101,Месторождение,595,34,09.10.2023,34,77,233.0,53,13.8
102,Месторождение,595,34,10.10.2023,32,77,233.0,53,13.7
103,Месторождение,595,34,11.10.2023,32,77,233.0,53,13.4
104,Месторождение,595,34,12.10.2023,31,77,233.0,53,14.2
105,Месторождение,595,34,13.10.2023,31,77,233.0,53,14.8
106,Месторождение,595,34,14.10.2023,31,77,233.0,53,12.2
107,Месторождение,595,34,15.10.2023,31,77,233.0,53,13.5
108,Месторождение,595,34,16.10.2023,31,77,233.0,53,13.4
109,Месторождение,595,34,17.10.2023,28,77,233.0,53,12.4
110,Месторождение,595,34,18.10.2023,28,77,233.0,53,12.8
111,Месторождение,595,34,19.10.2023,29,77,233.0,53,12.5
112,Месторождение,595,34,20.10.2023,29,77,233.0,53,12.6
113,Месторождение,595,34,21.10.2023,29,77,233.0,53,12.6
114,Месторождение,595,34,22.10.2023,29,77,233.0,53,12.6
115,Месторождение,595,34,23.10.2023,29,77,233.0,53,12.6
116,Месторождение,595,34,24.10.2023,28,77,233.0,53,12.6
117,Месторождение,595,34,25.10.2023,29,77,233.0,53,12.5
118,Месторождение,595,34,26.10.2023,28,77,233.0,53,12.6
119,Месторождение,595,34,27.10.2023,29,77,233.0,53,12.6
120,Месторождение,595,34,28.10.2023,28,77,233.0,53,12.9
121,Месторождение,595,34,29.10.2023,29,77,233.0,53,12.3
122,Месторождение,595,34,30.10.2023,28,77,233.0,53,12.5
123,Месторождение,595,34,31.10.2023,28,77,233.0,53,12.6
124,Месторождение,595,34,01.11.2023,28,77,233.0,53,12.6
125,Месторождение,595,34,02.11.2023,27,77,233.0,53,12.5
126,Месторождение,595,34,03.11.2023,24,77,233.0,53,11.7
127,Месторождение,595,34,04.11.2023,27,77,233.0,53,5.9
128,Месторождение,595,34,05.11.2023,31,77,233.0,50,4.7
129,Месторождение,595,34,06.11.2023,35,77,233.0,55,15.2
130,Месторождение,595,34,07.11.2023,41,77,233.0,56,17.7
131,Месторождение,595,34,08.11.2023,40,77,233.0,53,16.6
132,Месторождение,595,34,09.11.2023,40,77,233.0,53,16.5
133,Месторождение,595,34,10.11.2023,36,77,233.0,53,16.2
134,Месторождение,595,34,11.11.2023,32,77,233.0,53,16.2
135,Месторождение,595,34,12.11.2023,35,77,233.0,53,15.2
136,Месторождение,595,34,13.11.2023,36,77,233.0,53,14.2
137,Месторождение,595,34,14.11.2023,34,77,233.0,53,14.8
138,Месторождение,595,34,15.11.2023,33,77,233.0,53,15.1
139,Месторождение,595,34,16.11.2023,31,77,233.0,53,15.1
140,Месторождение,595,34,17.11.2023,30,77,233.0,53,15.0
141,Месторождение,595,34,18.11.2023,29,77,233.0,53,15.0
142,Месторождение,595,34,19.11.2023,30,77,233.0,53,15.1
143,Месторождение,595,34,20.11.2023,30,77,233.0,53,15.1
144,Месторождение,595,34,21.11.2023,31,77,233.0,53,15.2
145,Месторождение,595,34,22.11.2023,31,77,233.0,53,15.1
146,Месторождение,595,34,23.11.2023,30,87,233.0,53,13.1
147,Месторождение,595,34,24.11.2023,29,87,233.0,53,14.3
148,Месторождение,595,34,25.11.2023,28,74,233.0,53,13.9
149,Месторождение,595,34,26.11.2023,30,74,233.0,53,11.2
150,Месторождение,595,34,27.11.2023,29,74,233.0,53,14.3
151,Месторождение,595,34,28.11.2023,30,74,233.0,53,14.1
152,Месторождение,595,34,29.11.2023,31,74,233.0,53,14.3
153,Месторождение,595,34,30.11.2023,30,74,233.0,53,14.1
154,Месторождение,595,34,01.12.2023,30,74,233.0,53,8.7
155,Месторождение,595,34,02.12.2023,30,74,233.0,53,7.7
156,Месторождение,595,34,03.12.2023,31,74,233.0,53,14.3
157,Месторождение,595,34,04.12.2023,31,74,233.0,53,14.2
158,Месторождение,595,34,05.12.2023,31,74,233.0,53,14.3
159,Месторождение,595,34,06.12.2023,31,74,233.0,53,14.0
160,Месторождение,595,34,07.12.2023,31,74,233.0,53,14.3
161,Месторождение,595,34,08.12.2023,30,74,233.0,53,14.1
162,Месторождение,595,34,09.12.2023,31,74,233.0,53,14.1
163,Месторождение,595,34,10.12.2023,30,74,233.0,53,14.0
164,Месторождение,595,34,11.12.2023,27,74,233.0,53,13.8
165,Месторождение,595,34,12.12.2023,30,74,233.0,53,13.9
166,Месторождение,595,34,13.12.2023,29,74,233.0,53,13.3
167,Месторождение,595,34,14.12.2023,29,74,233.0,53,13.1
168,Месторождение,595,34,15.12.2023,29,74,233.0,53,13.2
169,Месторождение,595,34,16.12.2023,29,74,233.0,53,12.5
170,Месторождение,595,34,17.12.2023,27,74,233.0,53,13.2
171,Месторождение,595,34,18.12.2023,29,74,233.0,53,13.2
172,Месторождение,595,34,19.12.2023,27,74,233.0,53,13.2
173,Месторождение,595,34,20.12.2023,26,74,233.0,53,13.3
174,Месторождение,595,34,21.12.2023,26,74,233.0,53,13.2
175,Месторождение,595,34,22.12.2023,26,74,233.0,53,13.2
176,Месторождение,595,34,23.12.2023,25,74,233.0,53,13.2
177,Месторождение,595,34,24.12.2023,23,74,233.0,53,13.2
178,Месторождение,595,34,25.12.2023,24,74,233.0,53,13.2
179,Месторождение,595,34,26.12.2023,27,74,233.0,53,13.2
180,Месторождение,595,34,27.12.2023,24,74,233.0,53,13.1
181,Месторождение,595,34,28.12.2023,22,74,233.0,53,13.2
182,Месторождение,595,34,29.12.2023,25,74,233.0,53,13.0
183,Месторождение,595,34,30.12.2023,25,74,233.0,53,13.0
184,Месторождение,595,34,31.12.2023,25,74,233.0,53,13.2
185,Месторождение,595,34,01.01.2024,25,74,233.0,53,13.2
186,Месторождение,595,34,02.01.2024,26,93,233.0,53,13.2
187,Месторождение,595,34,03.01.2024,26,93,233.0,53,13.2
188,Месторождение,595,34,04.01.2024,26,93,233.0,53,13.2
189,Месторождение,595,34,05.01.2024,27,93,233.0,53,13.2
190,Месторождение,595,34,06.01.2024,26,93,233.0,53,13.1
191,Месторождение,595,34,07.01.2024,23,93,233.0,53,13.2
192,Месторождение,595,34,08.01.2024,24,93,233.0,53,12.7
193,Месторождение,595,34,09.01.2024,22,93,233.0,53,13.2
194,Месторождение,595,34,10.01.2024,21,93,233.0,53,13.2
195,Месторождение,595,34,11.01.2024,21,93,233.0,53,13.2
196,Месторождение,595,34,12.01.2024,22,93,233.0,53,8.2
197,Месторождение,595,34,13.01.2024,23,93,233.0,53,4.1
198,Месторождение,595,34,14.01.2024,24,93,233.0,53,13.2
199,Месторождение,595,34,15.01.2024,26,93,233.0,53,13.2
200,Месторождение,595,34,16.01.2024,24,93,233.0,53,13.2
201,Месторождение,595,34,17.01.2024,24,93,233.0,53,13.2
202,Месторождение,595,34,18.01.2024,24,93,233.0,53,13.2
203,Месторождение,595,34,19.01.2024,24,93,233.0,53,13.1
204,Месторождение,595,34,20.01.2024,24,93,233.0,53,14.3
205,Месторождение,595,34,21.01.2024,24,93,233.0,53,13.2
206,Месторождение,595,34,22.01.2024,23,93,233.0,53,13.2
207,Месторождение,595,34,23.01.2024,22,93,233.0,53,13.0
208,Месторождение,595,34,24.01.2024,22,93,233.0,53,13.2
209,Месторождение,595,34,25.01.2024,24,93,233.0,53,13.2
210,Месторождение,595,34,26.01.2024,22,74,233.0,53,13.2
211,Месторождение,595,34,27.01.2024,22,74,233.0,53,13.2
212,Месторождение,595,34,28.01.2024,23,74,233.0,53,13.2
213,Месторождение,595,34,29.01.2024,22,74,233.0,53,13.2
214,Месторождение,595,34,30.01.2024,22,74,233.0,53,13.2
215,Месторождение,595,34,31.01.2024,24,74,233.0,53,13.2
216,Месторождение,595,34,01.02.2024,24,74,233.0,53,13.2
217,Месторождение,595,34,02.02.2024,25,74,233.0,53,15.0
218,Месторождение,595,34,03.02.2024,25,74,233.0,53,13.2
219,Месторождение,595,34,04.02.2024,26,74,233.0,53,13.2
220,Месторождение,595,34,05.02.2024,24,74,233.0,53,13.2
221,Месторождение,595,34,06.02.2024,26,74,233.0,53,14.6
222,Месторождение,595,34,07.02.2024,26,74,233.0,53,13.2
223,Месторождение,595,34,08.02.2024,26,74,233.0,53,13.2
224,Месторождение,595,34,09.02.2024,26,74,233.0,53,13.2
225,Месторождение,595,34,10.02.2024,25,74,233.0,53,13.2
226,Месторождение,595,34,11.02.2024,26,74,233.0,53,14.0
227,Месторождение,595,34,12.02.2024,26,74,233.0,53,13.2
228,Месторождение,595,34,13.02.2024,26,74,233.0,53,13.2
229,Месторождение,595,34,14.02.2024,26,74,233.0,53,13.2
230,Месторождение,595,34,15.02.2024,26,74,233.0,53,13.2
231,Месторождение,595,34,16.02.2024,26,74,233.0,53,13.2
232,Месторождение,595,34,17.02.2024,29,74,233.0,53,13.2
233,Месторождение,595,34,18.02.2024,32,74,233.0,53,8.9
234,Месторождение,595,34,19.02.2024,35,74,233.0,53,7.4
235,Месторождение,595,34,20.02.2024,31,74,233.0,53,13.9
236,Месторождение,595,34,21.02.2024,32,74,233.0,53,13.9
237,Месторождение,595,34,22.02.2024,31,74,233.0,53,13.6
238,Месторождение,595,34,23.02.2024,31,74,233.0,53,13.8
239,Месторождение,595,34,24.02.2024,30,74,233.0,53,13.6
240,Месторождение,595,34,25.02.2024,30,74,233.0,53,13.5
241,Месторождение,595,34,26.02.2024,30,74,233.0,53,13.0
242,Месторождение,595,34,27.02.2024,29,74,233.0,53,13.0
243,Месторождение,595,34,28.02.2024,30,74,233.0,53,13.0
244,Месторождение,595,34,29.02.2024,30,74,233.0,53,13.0
245,Месторождение,595,34,01.03.2024,28,74,233.0,53,13.0
246,Месторождение,595,34,02.03.2024,28,92,233.0,53,13.0
247,Месторождение,595,34,03.03.2024,28,69,233.0,53,12.9
248,Месторождение,595,34,04.03.2024,29,69,233.0,53,13.0
249,Месторождение,595,34,05.03.2024,29,69,233.0,53,12.9
250,Месторождение,595,34,06.03.2024,30,69,233.0,53,13.0
251,Месторождение,595,34,07.03.2024,28,69,233.0,53,13.0
252,Месторождение,595,34,08.03.2024,29,69,233.0,53,13.0
253,Месторождение,595,34,09.03.2024,30,69,233.0,53,13.0
254,Месторождение,595,34,10.03.2024,31,69,233.0,53,12.9
255,Месторождение,595,34,11.03.2024,30,69,233.0,53,13.0
256,Месторождение,595,34,12.03.2024,31,69,233.0,53,12.9
257,Месторождение,595,34,13.03.2024,28,69,233.0,53,13.0
258,Месторождение,595,34,14.03.2024,28,69,233.0,53,13.0
259,Месторождение,595,34,15.03.2024,29,69,233.0,53,13.0
260,Месторождение,595,34,16.03.2024,30,69,233.0,53,13.0
261,Месторождение,595,34,17.03.2024,31,69,233.0,53,14.0
262,Месторождение,595,34,18.03.2024,30,70,233.0,53,13.0
263,Месторождение,595,34,19.03.2024,32,70,233.0,53,12.9
264,Месторождение,595,34,20.03.2024,32,70,233.0,53,13.0
265,Месторождение,595,34,21.03.2024,29,70,233.0,53,13.0
266,Месторождение,595,34,22.03.2024,30,70,233.0,53,13.0
267,Месторождение,595,34,23.03.2024,31,70,233.0,53,15.3
268,Месторождение,595,34,24.03.2024,32,70,233.0,53,12.9
269,Месторождение,595,34,25.03.2024,33,80,233.0,53,13.0
270,Месторождение,595,34,26.03.2024,32,80,233.0,53,12.9
271,Месторождение,595,34,27.03.2024,32,80,233.0,53,13.1
272,Месторождение,595,34,28.03.2024,32,80,233.0,53,13.0
273,Месторождение,595,34,29.03.2024,32,80,233.0,53,13.0
274,Месторождение,595,34,30.03.2024,32,80,233.0,53,13.0
275,Месторождение,595,34,31.03.2024,33,80,233.0,53,12.9
276,Месторождение,595,34,01.04.2024,32,80,233.0,53,13.0
277,Месторождение,595,34,02.04.2024,31,80,233.0,53,12.9
278,Месторождение,595,34,03.04.2024,30,80,233.0,53,13.0
279,Месторождение,595,34,04.04.2024,31,86,233.0,53,13.0
280,Месторождение,595,34,05.04.2024,32,86,233.0,53,13.0
281,Месторождение,595,34,06.04.2024,31,86,233.0,53,13.0
282,Месторождение,595,34,07.04.2024,30,86,233.0,53,12.9
283,Месторождение,595,34,08.04.2024,31,86,233.0,53,12.7
284,Месторождение,595,34,09.04.2024,29,86,233.0,53,12.9
285,Месторождение,595,34,10.04.2024,31,86,233.0,53,13.0
286,Месторождение,595,34,11.04.2024,31,86,233.0,53,13.0
287,Месторождение,595,34,12.04.2024,30,86,233.0,53,13.0
288,Месторождение,595,34,13.04.2024,30,86,233.0,53,13.0
289,Месторождение,595,34,14.04.2024,31,86,233.0,53,14.0
290,Месторождение,595,34,15.04.2024,30,86,233.0,53,13.0
291,Месторождение,595,34,16.04.2024,30,86,233.0,53,12.9
292,Месторождение,595,34,17.04.2024,31,86,233.0,53,13.0
293,Месторождение,595,34,18.04.2024,32,86,233.0,53,13.0
294,Месторождение,595,34,19.04.2024,31,86,233.0,53,12.7
295,Месторождение,595,34,20.04.2024,31,86,233.0,53,12.9
296,Месторождение,595,34,21.04.2024,31,86,233.0,53,11.8
297,Месторождение,595,34,22.04.2024,0,0,0.0,0,0.0
298,Месторождение,595,34,23.04.2024,0,0,0.0,0,0.0
299,Месторождение,595,34,24.04.2024,0,0,0.0,0,0.0
300,Месторождение,595,34,25.04.2024,0,0,0.0,0,0.0
301,Месторождение,595,34,26.04.2024,0,0,0.0,0,0.0
302,Месторождение,595,34,27.04.2024,0,0,0.0,0,0.0
303,Месторождение,595,34,28.04.2024,0,0,0.0,0,0.0
304,Месторождение,595,34,29.04.2024,0,0,0.0,0,0.0
305,Месторождение,595,34,30.04.2024,0,0,0.0,0,0.0
306,Месторождение,595,34,01.05.2024,0,0,0.0,0,0.0
307,Месторождение,595,34,02.05.2024,0,0,0.0,0,0.0
308,Месторождение,595,34,03.05.2024,0,0,0.0,0,0.0
309,Месторождение,595,34,04.05.2024,0,0,0.0,0,0.0
310,Месторождение,595,34,05.05.2024,0,0,0.0,0,0.0
311,Месторождение,595,34,06.05.2024,0,0,0.0,0,0.0
312,Месторождение,595,34,07.05.2024,0,0,0.0,0,0.0
313,Месторождение,595,34,08.05.2024,0,0,0.0,0,0.0
314,Месторождение,595,34,09.05.2024,0,0,0.0,0,0.0
315,Месторождение,595,34,10.05.2024,0,0,0.0,0,0.0
316,Месторождение,595,34,11.05.2024,0,0,0.0,0,0.0
317,Месторождение,595,34,12.05.2024,0,0,0.0,0,0.0
318,Месторождение,595,34,13.05.2024,0,0,0.0,0,0.0
319,Месторождение,595,34,14.05.2024,0,0,0.0,0,0.0
320,Месторождение,595,34,15.05.2024,0,0,0.0,0,0.0
321,Месторождение,595,34,16.05.2024,0,0,0.0,0,0.0
322,Месторождение,595,34,17.05.2024,0,0,0.0,0,0.0
323,Месторождение,595,34,18.05.2024,0,0,0.0,0,0.0
324,Месторождение,595,34,19.05.2024,0,0,0.0,0,0.0
325,Месторождение,595,34,20.05.2024,0,0,0.0,0,0.0
326,Месторождение,595,34,21.05.2024,0,0,0.0,0,0.0
327,Месторождение,595,34,22.05.2024,0,0,0.0,0,0.0
328,Месторождение,595,34,23.05.2024,0,0,0.0,0,0.0
329,Месторождение,595,34,24.05.2024,0,0,0.0,0,0.0
330,Месторождение,595,34,25.05.2024,0,0,0.0,0,0.0
331,Месторождение,595,34,26.05.2024,0,0,0.0,0,0.0
332,Месторождение,595,34,27.05.2024,0,0,0.0,0,0.0
333,Месторождение,595,34,28.05.2024,0,0,0.0,0,0.0
334,Месторождение,595,34,29.05.2024,0,0,0.0,0,0.0
335,Месторождение,595,34,30.05.2024,0,0,0.0,0,0.0
336,Месторождение,595,34,31.05.2024,0,0,0.0,0,0.0
337,Месторождение,595,34,01.06.2024,0,0,0.0,0,0.0
338,Месторождение,595,34,02.06.2024,0,0,0.0,0,0.0
339,Месторождение,595,34,03.06.2024,0,0,0.0,0,0.0
340,Месторождение,595,34,04.06.2024,0,0,0.0,0,0.0
341,Месторождение,595,34,05.06.2024,0,0,0.0,0,0.0
342,Месторождение,595,34,06.06.2024,0,0,0.0,0,0.0
343,Месторождение,595,34,07.06.2024,0,0,0.0,0,0.0
344,Месторождение,595,34,08.06.2024,0,0,0.0,0,0.0
345,Месторождение,595,34,09.06.2024,0,0,0.0,0,0.0
346,Месторождение,595,34,10.06.2024,0,0,0.0,0,0.0
347,Месторождение,595,34,11.06.2024,0,0,0.0,0,0.0
348,Месторождение,595,34,12.06.2024,0,0,0.0,0,0.0
349,Месторождение,595,34,13.06.2024,0,0,0.0,0,0.0
350,Месторождение,595,34,14.06.2024,0,0,0.0,0,0.0
351,Месторождение,595,34,15.06.2024,0,0,0.0,0,0.0
352,Месторождение,595,34,16.06.2024,0,0,0.0,0,0.0
353,Месторождение,595,34,17.06.2024,0,0,0.0,0,0.0
354,Месторождение,595,34,18.06.2024,0,0,0.0,0,0.0
355,Месторождение,595,34,19.06.2024,0,0,0.0,0,0.0
356,Месторождение,595,34,20.06.2024,0,0,0.0,0,0.0
357,Месторождение,595,34,21.06.2024,0,0,0.0,0,0.0
358,Месторождение,595,34,22.06.2024,0,0,0.0,0,0.0
359,Месторождение,595,34,23.06.2024,0,0,0.0,0,0.0
360,Месторождение,595,34,24.06.2024,0,0,0.0,0,0.0
361,Месторождение,595,34,25.06.2024,0,0,0.0,0,0.0
362,Месторождение,595,34,26.06.2024,0,0,0.0,0,0.0
363,Месторождение,595,34,27.06.2024,0,0,0.0,0,0.0
364,Месторождение,595,34,28.06.2024,0,0,0.0,0,0.0
365,Месторождение,595,34,29.06.2024,0,0,0.0,0,0.0
366,Месторождение,595,34,30.06.2024,0,0,0.0,0,0.0
367,Месторождение,595,34,01.07.2024,0,0,0.0,0,0.0
368,Месторождение,595,34,02.07.2024,0,0,0.0,0,0.0
369,Месторождение,595,34,03.07.2024,0,0,0.0,0,0.0
370,Месторождение,595,34,04.07.2024,0,0,0.0,0,0.0
371,Месторождение,595,34,05.07.2024,0,0,0.0,0,0.0
372,Месторождение,595,34,06.07.2024,0,0,0.0,0,0.0
373,Месторождение,595,34,07.07.2024,0,0,0.0,0,0.0
374,Месторождение,595,34,08.07.2024,83,86,233.0,40,24.0
375,Месторождение,595,34,09.07.2024,83,86,233.0,120,24.0
376,Месторождение,595,34,10.07.2024,92,86,240.5,110,24.0
377,Месторождение,595,34,11.07.2024,100,100,236.0,110,24.0
378,Месторождение,595,34,12.07.2024,99,92,212.0,115,24.0
379,Месторождение,595,34,13.07.2024,96,92,209.5,118,24.0
380,Месторождение,595,34,14.07.2024,118,68,198.4,118,24.0
381,Месторождение,595,34,15.07.2024,98,72,189.2,118,24.0
382,Месторождение,595,34,16.07.2024,94,68,190.1,118,24.0
383,Месторождение,595,34,17.07.2024,82,68,188.6,118,24.0
384,Месторождение,595,34,18.07.2024,95,68,184.8,123,24.0
385,Месторождение,595,34,19.07.2024,96,33,178.5,125,24.0
386,Месторождение,595,34,20.07.2024,95,33,176.5,125,24.0
387,Месторождение,595,34,21.07.2024,95,46,174.6,125,24.0
388,Месторождение,595,34,22.07.2024,95,46,173.0,125,24.0
389,Месторождение,595,34,23.07.2024,95,33,169.9,125,24.0
390,Месторождение,595,34,24.07.2024,95,33,169.0,125,24.0
391,Месторождение,595,34,25.07.2024,94,67,165.7,125,24.0
392,Месторождение,595,34,26.07.2024,94,67,163.9,125,24.0
393,Месторождение,595,34,27.07.2024,94,70,161.2,130,24.0
394,Месторождение,595,34,28.07.2024,97,70,159.5,130,24.0
395,Месторождение,595,34,29.07.2024,92,50,156.1,130,23.8
396,Месторождение,595,34,30.07.2024,96,70,155.6,133,24.0
397,Месторождение,595,34,31.07.2024,98,70,153.5,133,24.0
398,Месторождение,595,34,01.08.2024,97,50,151.0,133,24.0
399,Месторождение,595,34,02.08.2024,96,62,148.9,133,24.0
400,Месторождение,595,34,03.08.2024,96,62,148.6,133,24.0
401,Месторождение,595,34,04.08.2024,98,66,147.3,135,24.0
402,Месторождение,595,34,05.08.2024,100,66,144.8,137,24.0
403,Месторождение,595,34,06.08.2024,100,66,144.1,137,24.0
404,Месторождение,595,34,07.08.2024,100,66,143.1,137,24.0
405,Месторождение,595,34,08.08.2024,100,66,140.8,140,24.0
406,Месторождение,595,34,09.08.2024,101,61,140.3,143,24.0
407,Месторождение,595,34,10.08.2024,103,61,138.8,143,24.0
408,Месторождение,595,34,11.08.2024,102,61,137.4,143,24.0
409,Месторождение,595,34,12.08.2024,102,61,136.3,143,24.0
410,Месторождение,595,34,13.08.2024,101,61,135.2,143,24.0
411,Месторождение,595,34,14.08.2024,101,61,134.1,143,24.0
412,Месторождение,595,34,15.08.2024,100,61,133.0,143,24.0
413,Месторождение,595,34,16.08.2024,100,61,132.0,143,24.0
414,Месторождение,595,34,17.08.2024,99,61,131.2,143,23.8
415,Месторождение,595,34,18.08.2024,98,61,130.2,143,24.0
416,Месторождение,595,34,19.08.2024,98,61,129.3,143,23.8
417,Месторождение,595,34,20.08.2024,97,61,128.2,143,24.0
418,Месторождение,595,34,21.08.2024,96,61,127.3,143,24.0
419,Месторождение,595,34,22.08.2024,95,61,126.4,143,24.0
420,Месторождение,595,34,23.08.2024,95,61,125.5,143,24.0
421,Месторождение,595,34,24.08.2024,96,61,124.6,143,24.0
422,Месторождение,595,34,25.08.2024,94,61,123.6,143,24.0
